Alpha,Cl,Cd,Cm
-10.0,-0.9699,0.04866,-0.0212
-9.0,-0.9213,0.03819,-0.015
-8.0,-0.8472,0.03023,-0.01
-7.0,-0.7643,0.0249,-0.0052
-6.0,-0.686,0.02061,0.0005
-5.0,-0.6142,0.01764,0.0076
-4.0,-0.5375,0.01605,0.015
-3.0,-0.457,0.01529,0.0227
-2.0,-0.3765,0.0155,0.0318
-1.0,-0.2245,0.017,0.0266
0.0,-0.0,0.01745,0.0
1.0,0.2245,0.017,-0.0266
2.0,0.3765,0.0155,-0.0318
3.0,0.4569,0.01529,-0.0227
4.0,0.5375,0.01604,-0.0149
5.0,0.6141,0.01763,-0.0076
6.0,0.6859,0.02061,-0.0005
7.0,0.7643,0.0249,0.0052
8.0,0.8472,0.03023,0.01
9.0,0.9213,0.03819,0.015
10.0,0.9701,0.04868,0.0211
