alpha,CL,CD,CM
-30,-0.6694,0.32102,0.0811
-29,-0.6611,0.30908,0.075
-28,-0.6475,0.29725,0.0703
-26,-0.6225,0.2738,0.0597
-25,-0.6122,0.26232,0.0536
-24,-0.595,0.25098,0.0492
-23,-0.583,0.23961,0.0436
-22,-0.5679,0.22914,0.0385
-21,-0.5521,0.21777,0.0339
-20,-0.562,0.21288,0.0258
-19,-0.5218,0.1969,0.0246
-18,-0.5101,0.18648,0.0197
-17,-0.538,0.18294,0.0112
-16,-0.5035,0.1688,0.0094
-15,-0.4782,0.15672,0.0075
-14,-0.4762,0.14709,0.0042
-13,-0.4864,0.13712,0.0012
-12,-0.4949,0.12378,-0.0025
-11,-0.9051,0.04494,-0.0352
-10,-0.9377,0.03028,-0.0235
-9,-0.889,0.02115,-0.0167
-8,-0.8165,0.01471,-0.0114
-7,-0.7395,0.01017,-0.0062
-6,-0.6688,0.0067,0.0004
-5,-0.6017,0.00434,0.0075
-4,-0.5283,0.00314,0.0139
-3,-0.4486,0.00254,0.0194
-2,-0.3696,0.0023,0.0252
-1,-0.2196,0.00255,0.0184
0,0,0.00282,0
1,0.2196,0.00254,-0.0184
2,0.3696,0.00228,-0.0251
3,0.4486,0.0025,-0.0194
4,0.5282,0.00308,-0.0139
5,0.6016,0.00426,-0.0075
6,0.6686,0.00661,-0.0004
7,0.7393,0.01007,0.0062
8,0.8163,0.0146,0.0115
9,0.9263,0.03223,0.0138
10,0.986,0.04054,0.0197
11,0.994,0.05264,0.0282
13,0.4855,0.1369,-0.0011
14,0.4749,0.14674,-0.0041
15,0.477,0.15636,-0.0074
16,0.5028,0.16849,-0.0092
17,0.5371,0.18258,-0.011
18,0.5087,0.18604,-0.0195
19,0.5205,0.19643,-0.0243
20,0.5613,0.21253,-0.0255
21,0.5505,0.21722,-0.0337
22,0.5666,0.22857,-0.0382
23,0.5814,0.23896,-0.0433
24,0.5934,0.25029,-0.0488
25,0.6105,0.26155,-0.0533
26,0.6208,0.27299,-0.0593
27,0.637,0.28484,-0.0637
28,0.6457,0.2963,-0.0698
29,0.6591,0.30802,-0.0746
30,0.6675,0.31991,-0.0806
