Alpha,Cl,Cd,Cm
-10.0,-0.9444,0.05388,-0.023
-9.0,-0.9112,0.04163,-0.0165
-8.0,-0.8488,0.03254,-0.0101
-7.0,-0.7656,0.02657,-0.0055
-6.0,-0.6865,0.02198,0.0002
-5.0,-0.6148,0.01886,0.0077
-4.0,-0.5389,0.01724,0.0158
-3.0,-0.4597,0.01659,0.0248
-2.0,-0.3742,0.0171,0.0341
-1.0,-0.1594,0.01862,0.0169
0.0,-0.0,0.01813,0.0
1.0,0.1594,0.01862,-0.0169
2.0,0.3741,0.0171,-0.0341
3.0,0.4596,0.01659,-0.0248
4.0,0.5388,0.01724,-0.0158
5.0,0.6147,0.01886,-0.0077
6.0,0.6865,0.02198,-0.0002
7.0,0.7655,0.02657,0.0056
8.0,0.8488,0.03254,0.0101
9.0,0.9113,0.04164,0.0165
10.0,0.9445,0.05389,0.023
