Alpha,Cl,Cd,Cm
-10.0,-0.9457,0.05074,-0.0234
-9.0,-0.9237,0.03884,-0.0146
-8.0,-0.8473,0.03082,-0.0102
-7.0,-0.7642,0.02515,-0.0054
-6.0,-0.6861,0.0209,0.0004
-5.0,-0.6143,0.0179,0.0076
-4.0,-0.5378,0.0163,0.0151
-3.0,-0.4574,0.01557,0.0231
-2.0,-0.3764,0.01584,0.0323
-1.0,-0.2108,0.01738,0.0247
0.0,-0.0,0.01759,0.0
1.0,0.2108,0.01738,-0.0246
2.0,0.3763,0.01584,-0.0323
3.0,0.4574,0.01557,-0.0231
4.0,0.5377,0.0163,-0.0151
5.0,0.6142,0.0179,-0.0076
6.0,0.686,0.0209,-0.0004
7.0,0.7642,0.02515,0.0054
8.0,0.8473,0.03082,0.0102
9.0,0.9237,0.03884,0.0146
10.0,0.9459,0.05074,0.0234
