Alpha,Cl,Cd,Cm
-10,-0.9983,0.01112,-0.0032
-9,-0.8923,0.00993,-0.0018
-8,-0.784,0.00896,-0.0008
-7,-0.674,0.00812,0
-6,-0.5638,0.00724,0.0007
-5,-0.4512,0.00668,0.001
-4,-0.3369,0.00637,0.0008
-3,-0.2219,0.00614,0.0006
-2,-0.1067,0.00635,0
-1,0.0072,0.00676,-0.0006
0,0.1219,0.00688,-0.0011
1,0.2349,0.00675,-0.0013
2,0.342,0.00603,-0.0006
3,0.4371,0.00496,0.003
4,0.5654,0.00542,-0.0008
5,0.6943,0.00594,-0.0049
6,0.8155,0.00645,-0.0075
7,0.9406,0.00691,-0.0111
8,1.0642,0.00743,-0.0145
9,1.1794,0.0086,-0.0167
10,1.2921,0.00957,-0.0184
