Alpha,Cl,Cd,Cm
-9.0,-0.6725,0.0853,-0.0039
-8.0,-0.7869,0.05645,-0.0112
-7.0,-0.7538,0.0435,-0.005
-6.0,-0.689,0.03575,0.0034
-5.0,-0.6133,0.0324,0.0167
-4.0,-0.4963,0.03323,0.0303
-3.0,-0.204,0.03265,0.006
-2.0,-0.0123,0.02685,-0.0198
-1.0,0.0112,0.02444,-0.0138
0.0,-0.0,0.02366,-0.0
1.0,-0.0112,0.02444,0.0138
2.0,0.0124,0.02685,0.0197
3.0,0.2042,0.03264,-0.006
4.0,0.4963,0.03322,-0.0303
5.0,0.6132,0.0324,-0.0166
6.0,0.689,0.03575,-0.0034
7.0,0.7539,0.0435,0.005
8.0,0.7869,0.05645,0.0112
10.0,0.5293,0.12211,-0.0298
