Alpha,Cl,Cd,Cm
-10.0,-0.4593,0.12094,-0.0082
-9.0,-0.4208,0.10576,-0.0076
-7.0,-0.5749,0.05702,-0.0348
-6.0,-0.5529,0.04117,-0.0318
-5.0,-0.4832,0.03256,-0.0275
-4.0,-0.3995,0.02741,-0.0235
-3.0,-0.3125,0.0238,-0.019
-2.0,-0.2519,0.02182,-0.004
-1.0,-0.123,0.02229,-0.0149
0.0,-0.058,0.02439,-0.0138
1.0,0.1082,0.02853,-0.0312
2.0,0.2784,0.03202,-0.0463
3.0,0.4331,0.03456,-0.0555
4.0,0.5822,0.03581,-0.06
5.0,0.7054,0.03632,-0.0575
6.0,0.8512,0.03346,-0.0523
7.0,0.958,0.03165,-0.0423
8.0,1.0268,0.03358,-0.0307
9.0,1.1014,0.0409,-0.0245
10.0,1.1531,0.05187,-0.018
