Alpha,Cl,Cd,Cm
-10.0,-0.5109,0.123,0.0322
-9.0,-0.5054,0.11024,0.0327
-8.0,-0.7526,0.06323,-0.0081
-7.0,-0.7396,0.04812,-0.0032
-6.0,-0.6812,0.0397,0.006
-5.0,-0.6002,0.03667,0.0207
-4.0,-0.4183,0.03829,0.027
-3.0,-0.0905,0.0325,-0.0137
-2.0,-0.0169,0.02775,-0.0196
-1.0,0.0064,0.02544,-0.0132
0.0,-0.0,0.02468,0.0
1.0,-0.0063,0.02543,0.0132
2.0,0.0169,0.02774,0.0196
3.0,0.0906,0.03249,0.0137
4.0,0.4185,0.03828,-0.027
5.0,0.6002,0.03667,-0.0207
6.0,0.6812,0.0397,-0.006
7.0,0.7397,0.04812,0.0032
8.0,0.7527,0.06324,0.0081
10.0,0.512,0.12302,-0.0324
