Alpha,Cl,Cd,Cm
-10.0,-0.9648,0.04806,-0.0217
-9.0,-0.9202,0.03737,-0.0152
-8.0,-0.8478,0.02962,-0.0098
-7.0,-0.7636,0.02441,-0.0053
-6.0,-0.686,0.02028,0.0006
-5.0,-0.6141,0.01734,0.0076
-4.0,-0.5372,0.01575,0.0148
-3.0,-0.456,0.01499,0.0222
-2.0,-0.3758,0.01514,0.031
-1.0,-0.2395,0.01656,0.0288
0.0,-0.0,0.01727,0.0
1.0,0.2394,0.01656,-0.0288
2.0,0.3757,0.01514,-0.031
3.0,0.4559,0.01499,-0.0222
4.0,0.5371,0.01575,-0.0148
5.0,0.614,0.01734,-0.0076
6.0,0.6859,0.02028,-0.0006
7.0,0.7636,0.02441,0.0053
8.0,0.8478,0.02962,0.0098
9.0,0.9202,0.03737,0.0152
10.0,0.9649,0.04807,0.0217
