Alpha,Cl,Cd,Cm
-10.0,-0.8776,0.0646,-0.025
-9.0,-0.9037,0.04712,-0.0172
-8.0,-0.8438,0.03719,-0.0115
-7.0,-0.7677,0.02974,-0.006
-6.0,-0.6892,0.02457,0.0001
-5.0,-0.6167,0.02123,0.0083
-4.0,-0.542,0.01963,0.018
-3.0,-0.4631,0.01934,0.0292
-2.0,-0.3315,0.02062,0.0319
-1.0,-0.0199,0.02056,-0.0061
0.0,-0.0,0.01938,-0.0
1.0,0.0198,0.02056,0.0061
2.0,0.3315,0.02062,-0.0319
3.0,0.463,0.01934,-0.0292
4.0,0.5419,0.01963,-0.018
5.0,0.6166,0.02123,-0.0083
6.0,0.6891,0.02457,-0.0001
7.0,0.7677,0.02974,0.006
8.0,0.8438,0.03719,0.0115
9.0,0.9038,0.04712,0.0172
10.0,0.8777,0.06463,0.0249
