Alpha,Cl,Cd,Cm
-10.0,-0.8288,0.07023,-0.0244
-9.0,-0.8865,0.05061,-0.0184
-8.0,-0.8448,0.03867,-0.0114
-7.0,-0.7699,0.03107,-0.0058
-6.0,-0.69,0.02568,0.0002
-5.0,-0.6174,0.02225,0.0088
-4.0,-0.5426,0.02072,0.0192
-3.0,-0.4611,0.02067,0.031
-2.0,-0.2863,0.02227,0.0261
-1.0,0.0353,0.02084,-0.0161
0.0,-0.0,0.01989,-0.0
1.0,-0.0353,0.02083,0.0161
2.0,0.2862,0.02227,-0.0261
3.0,0.4611,0.02067,-0.031
4.0,0.5425,0.02072,-0.0192
5.0,0.6174,0.02225,-0.0087
6.0,0.6899,0.02568,-0.0002
7.0,0.7698,0.03106,0.0058
8.0,0.8449,0.03867,0.0114
9.0,0.8866,0.05062,0.0184
10.0,0.8289,0.07026,0.0243
