Alpha,Cl,Cd,Cm
-9.0,-0.6243,0.09447,0.0061
-8.0,-0.7529,0.06324,-0.0081
-7.0,-0.7394,0.04818,-0.0032
-6.0,-0.6813,0.03972,0.006
-5.0,-0.6004,0.03669,0.0208
-4.0,-0.4183,0.03832,0.027
-3.0,-0.0889,0.03247,-0.014
-2.0,-0.0169,0.02776,-0.0196
-1.0,0.0063,0.02544,-0.0132
0.0,-0.0,0.02469,-0.0
1.0,-0.0063,0.02544,0.0132
2.0,0.017,0.02775,0.0196
3.0,0.089,0.03246,0.014
4.0,0.4184,0.03831,-0.027
5.0,0.6004,0.03668,-0.0208
6.0,0.6813,0.03972,-0.006
7.0,0.7394,0.04818,0.0032
8.0,0.753,0.06325,0.008
10.0,0.5123,0.1231,-0.0325
